year,selling_price,km_driven,fuel,seller_type,owner,brand
7,1.6,80.0,Petrol,Individual,Second Owner,Maruti
13,1.82,100.0,Diesel,Individual,First Owner,Tata
18,7.5,70.0,Diesel,Individual,First Owner,Maruti
2,1.5,50.0,Diesel,Individual,Third Owner,Mahindra
8,0.8,100.0,Petrol,Individual,Second Owner,Maruti
16,2.4,90.0,Diesel,Individual,Third Owner,Maruti
5,0.6,60.0,Petrol,Individual,Third Owner,Maruti
7,0.7,120.0,Petrol,Individual,Third Owner,Maruti
8,2.85,90.0,Diesel,Individual,Second Owner,Volkswagen
15,3.5,60.0,Diesel,Individual,Second Owner,Maruti
15,6.99,30.0,Diesel,Individual,Second Owner,Hyundai
11,2.75,108.0,Diesel,Individual,Second Owner,Ford
12,3.5,160.0,Diesel,Individual,Second Owner,Hyundai
6,1.35,90.0,Petrol,Individual,Third Owner,Maruti
10,3.25,120.0,Diesel,Individual,Third Owner,Mahindra
12,6.5,102.0,Diesel,Individual,Second Owner,Mahindra
9,3.0,178.0,Diesel,Individual,Second Owner,Mahindra
14,12.0,200.0,Diesel,Individual,Second Owner,Toyota
12,4.5,60.0,Petrol,Dealer,First Owner,Ford
19,4.25,3.0,Petrol,Individual,First Owner,Tata
6,1.5,75.118,Petrol,Individual,Second Owner,Maruti
13,2.9,140.0,Diesel,Individual,Second Owner,Maruti
14,3.35,60.0,Petrol,Individual,Second Owner,Hyundai
6,1.2,79.0,Petrol,Dealer,Other,Chevrolet
5,0.2,25.0,Petrol,Individual,Second Owner,Ford
5,2.5,70.0,Petrol,Individual,First Owner,Hyundai
8,1.2,41.723,Petrol,Individual,Second Owner,Hyundai
10,2.5,70.0,Petrol,Individual,First Owner,Maruti
12,2.2,70.0,Diesel,Individual,Second Owner,Tata
5,0.61,4.637,Petrol,Individual,Second Owner,Ford
16,6.2,70.0,Diesel,Individual,First Owner,Maruti
14,4.25,100.0,Diesel,Individual,Second Owner,Maruti
9,0.85,120.0,Diesel,Individual,Second Owner,Tata
15,2.7,40.0,Diesel,Individual,Second Owner,Maruti
9,1.8,220.0,Diesel,Individual,First Owner,Maruti
18,3.0,20.0,Petrol,Individual,First Owner,Renault
17,8.0,19.0,Petrol,Individual,First Owner,Ford
9,1.25,95.0,Diesel,Individual,Second Owner,Fiat
17,4.5,30.0,Petrol,Individual,First Owner,Mahindra
12,4.5,42.655,Diesel,Individual,First Owner,Tata
17,2.5,43.0,Petrol,Individual,Second Owner,Renault
12,7.25,70.0,Diesel,Individual,First Owner,Toyota
10,2.5,55.0,Petrol,Individual,First Owner,Hyundai
10,0.99,80.0,Diesel,Individual,Second Owner,Fiat
17,3.5,55.0,Petrol,Individual,First Owner,Renault
18,5.11,70.0,Petrol,Individual,First Owner,Hyundai
12,3.0,80.0,Diesel,Individual,First Owner,Maruti
10,11.0,110.0,Petrol,Individual,First Owner,Audi
10,1.25,60.0,Petrol,Individual,Third Owner,Hyundai
18,5.0,30.0,Petrol,Individual,First Owner,Tata
13,3.85,80.0,Diesel,Individual,Second Owner,Renault
12,3.5,90.0,Petrol,Individual,First Owner,Skoda
3,0.6,50.0,Petrol,Individual,First Owner,Maruti
12,3.0,50.0,Petrol,Individual,First Owner,Hyundai
12,4.0,70.0,Diesel,Individual,First Owner,Hyundai
14,5.5,110.0,Diesel,Individual,First Owner,Ford
12,3.0,80.0,Petrol,Individual,Second Owner,Nissan
12,2.5,156.0,Diesel,Individual,First Owner,Maruti
12,8.0,180.0,Diesel,Individual,First Owner,Toyota
18,3.0,25.0,Petrol,Individual,First Owner,Maruti
4,0.8,120.0,Petrol,Individual,First Owner,Maruti
20,12.0,11.0,Diesel,Individual,First Owner,Mahindra
17,3.55,40.0,Petrol,Individual,First Owner,Renault
15,5.2,50.0,Diesel,Individual,First Owner,Maruti
12,5.0,26.0,Diesel,Individual,First Owner,Hyundai
8,1.14999,30.0,Petrol,Individual,First Owner,Maruti
14,18.0,50.0,Diesel,Individual,First Owner,Toyota
18,8.0,20.0,Diesel,Individual,First Owner,Mahindra
8,1.05,30.0,Petrol,Individual,Second Owner,Maruti
11,1.35,78.0,Petrol,Individual,First Owner,Maruti
11,1.7,40.0,Petrol,Individual,Second Owner,Maruti
14,5.5,100.0,Petrol,Individual,First Owner,Hyundai
9,2.5,70.0,Petrol,Individual,Third Owner,Honda
14,6.5,30.0,Diesel,Individual,Second Owner,Hyundai
8,2.1,77.0,Petrol,Individual,Third Owner,Honda
11,2.6,150.0,Diesel,Individual,First Owner,Volkswagen
16,7.5,69.0,Diesel,Individual,First Owner,Maruti
16,13.5,120.0,Diesel,Individual,First Owner,Toyota
12,2.2,120.0,Diesel,Individual,Second Owner,Maruti
8,1.1,110.0,Petrol,Individual,Second Owner,Hyundai
17,12.3,70.0,Diesel,Individual,First Owner,Mahindra
13,2.2,110.0,Diesel,Individual,First Owner,Mahindra
9,1.3,50.0,Diesel,Individual,First Owner,Tata
12,3.3,44.0,Petrol,Individual,First Owner,Hyundai
10,2.54999,90.0,Petrol,Individual,Second Owner,Honda
14,6.0,50.0,Petrol,Individual,Second Owner,Hyundai
12,2.1,50.0,Petrol,Individual,First Owner,Hyundai
14,3.0,146.0,Diesel,Individual,First Owner,Chevrolet
18,4.26,15.0,Petrol,Individual,First Owner,Tata
15,2.65,60.0,Petrol,Individual,First Owner,Maruti
16,4.5,35.0,Petrol,Individual,Second Owner,Hyundai
12,4.8,80.0,Diesel,Individual,First Owner,Hyundai
10,0.4,90.0,Petrol,Individual,First Owner,Tata
11,3.95,70.0,Petrol,Individual,Second Owner,Honda
13,2.29999,62.0,Petrol,Individual,Second Owner,Maruti
18,8.75,10.0,Petrol,Individual,First Owner,Ford
10,1.7,80.0,Other,Individual,Other,Maruti
15,5.0,35.0,Petrol,Individual,Second Owner,Hyundai
13,4.5,1.0,Diesel,Dealer,Second Owner,Renault
18,38.0,10.0,Diesel,Dealer,First Owner,Mercedes-Benz
13,15.8,86.0,Diesel,Dealer,First Owner,Audi
19,49.5,30.0,Diesel,Dealer,First Owner,BMW
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
12,2.25,110.0,Petrol,Individual,Second Owner,Maruti
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
16,6.7,7.104,Petrol,Trustmark Dealer,First Owner,Maruti
15,6.25,11.918,Petrol,Trustmark Dealer,First Owner,Maruti
17,5.2,10.51,Petrol,Dealer,First Owner,Hyundai
16,2.39,41.0,Petrol,Dealer,First Owner,Chevrolet
17,26.0,47.162,Diesel,Trustmark Dealer,First Owner,Toyota
15,7.5,45.974,Diesel,Trustmark Dealer,First Owner,Maruti
12,2.29999,49.824,Petrol,Dealer,First Owner,Hyundai
13,13.0,58.5,Diesel,Dealer,First Owner,Audi
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
12,3.85,52.0,Diesel,Dealer,First Owner,Skoda
15,7.6,55.34,Petrol,Trustmark Dealer,First Owner,Hyundai
17,6.0,46.507,Diesel,Trustmark Dealer,First Owner,Maruti
19,4.5,40.0,Petrol,Individual,First Owner,Maruti
19,4.5,40.0,Petrol,Individual,First Owner,Maruti
12,5.5,120.0,Diesel,Individual,Third Owner,Maruti
13,2.0,60.0,Petrol,Individual,First Owner,Tata
8,0.8,90.0,Petrol,Individual,Second Owner,Tata
10,3.0,250.0,Diesel,Individual,Second Owner,Tata
19,6.75,15.0,Diesel,Individual,First Owner,Ford
17,2.6,30.0,Petrol,Individual,First Owner,Maruti
19,5.0,15.0,Petrol,Individual,First Owner,Hyundai
12,1.5,55.766,Petrol,Individual,Second Owner,Hyundai
6,1.0,80.0,Petrol,Individual,First Owner,Maruti
1,0.7,117.0,Petrol,Individual,Second Owner,Maruti
4,1.0,70.0,Petrol,Individual,First Owner,Maruti
12,7.3,110.0,Diesel,Individual,Second Owner,Toyota
16,5.25,100.0,Diesel,Individual,Second Owner,Nissan
16,5.25,105.0,Diesel,Individual,Second Owner,Nissan
9,5.5,182.0,Diesel,Individual,Third Owner,Toyota
12,4.2,95.0,Diesel,Individual,Second Owner,Toyota
15,5.0,70.0,Petrol,Individual,First Owner,Honda
9,1.65,76.0,Petrol,Individual,Second Owner,Maruti
14,6.5,70.0,Diesel,Individual,Second Owner,Hyundai
13,1.95,46.0,Diesel,Individual,First Owner,Chevrolet
-1,0.75,70.0,Petrol,Individual,First Owner,Maruti
5,1.0,120.0,Diesel,Individual,Second Owner,Hyundai
17,17.7,25.0,Diesel,Individual,First Owner,Toyota
6,0.9,90.0,Petrol,Individual,First Owner,Maruti
16,5.15,50.0,Diesel,Individual,First Owner,Hyundai
17,7.0,24.585,Diesel,Dealer,Other,Honda
1,0.62,70.0,Petrol,Individual,First Owner,Maruti
11,2.2,110.0,Diesel,Individual,Third Owner,Toyota
19,5.2,10.0,Other,Individual,First Owner,Hyundai
10,1.7,100.0,Petrol,Individual,First Owner,Fiat
11,1.9,110.0,Diesel,Individual,Second Owner,Ford
11,1.5,100.0,Diesel,Individual,Second Owner,Ford
9,1.25,65.0,Petrol,Individual,First Owner,Maruti
15,2.9,40.0,Diesel,Individual,Third Owner,Honda
19,4.9,13.9,Petrol,Individual,First Owner,Maruti
17,4.34999,17.563,Petrol,Individual,First Owner,Tata
16,3.8,15.0,Petrol,Individual,First Owner,Tata
12,2.0,82.0,Diesel,Individual,Second Owner,Volkswagen
16,4.95,40.0,Diesel,Individual,First Owner,Ford
14,8.94999,173.0,Diesel,Individual,Third Owner,Toyota
14,6.0,151.0,Diesel,Individual,Second Owner,Mahindra
15,3.0,50.0,Petrol,Individual,First Owner,Honda
17,4.3,15.0,Petrol,Individual,First Owner,Honda
17,3.7,80.0,Diesel,Individual,First Owner,Honda
19,7.5,11.0,Petrol,Individual,First Owner,Maruti
16,3.0,50.0,Other,Individual,First Owner,Maruti
12,7.0,120.0,Diesel,Individual,Second Owner,BMW
7,1.0,70.0,Other,Individual,Third Owner,Maruti
15,3.0,90.0,Petrol,Individual,First Owner,Hyundai
12,1.3,185.0,Diesel,Individual,Second Owner,Tata
16,6.5,40.0,Diesel,Individual,First Owner,Hyundai
17,5.09999,25.0,Diesel,Individual,First Owner,Maruti
13,10.0,117.78,Diesel,Individual,Second Owner,Toyota
10,2.8,120.0,Diesel,Individual,Second Owner,Hyundai
17,6.0,120.0,Diesel,Individual,First Owner,Maruti
13,2.1,120.0,Diesel,Individual,Third Owner,Skoda
14,11.5,110.0,Diesel,Individual,Second Owner,Audi
18,2.29999,30.0,Petrol,Individual,First Owner,Hyundai
18,2.45,30.0,Petrol,Individual,First Owner,Hyundai
15,6.0,60.0,Diesel,Individual,First Owner,Mahindra
16,3.75,25.0,Petrol,Individual,First Owner,Hyundai
15,1.5,55.0,Diesel,Individual,Second Owner,Mahindra
18,14.5,20.0,Diesel,Individual,First Owner,Mahindra
14,5.0,100.0,Diesel,Individual,Second Owner,Maruti
7,0.75,40.0,Petrol,Individual,Second Owner,Maruti
6,2.25,80.0,Petrol,Individual,Third Owner,Hyundai
6,2.75,80.0,Petrol,Individual,Other,Hyundai
18,6.2,35.0,Diesel,Individual,First Owner,Mahindra
10,6.0,110.0,Diesel,Individual,Second Owner,Nissan
11,2.75,160.0,Diesel,Individual,First Owner,Mahindra
13,1.25,125.0,Diesel,Individual,First Owner,Tata
11,0.8,62.0,Petrol,Individual,Second Owner,Tata
11,1.99,120.0,Diesel,Individual,Second Owner,Nissan
16,4.4,33.0,Petrol,Individual,Second Owner,Nissan
13,2.5,80.0,Diesel,Individual,Other,Maruti
17,7.0,35.0,Diesel,Individual,First Owner,Hyundai
15,4.5,50.0,Diesel,Individual,First Owner,Hyundai
19,2.4,5.0,Petrol,Individual,First Owner,Maruti
16,3.5,12.0,Petrol,Individual,First Owner,Hyundai
16,6.5,81.595,Diesel,Dealer,First Owner,Ford
5,0.71,22.0,Petrol,Individual,First Owner,Hyundai
15,4.0,40.0,Petrol,Individual,First Owner,Maruti
8,1.3,40.0,Petrol,Individual,Second Owner,Maruti
13,3.0,70.0,Diesel,Individual,Second Owner,Mahindra
19,11.0,4.0,Diesel,Individual,First Owner,Nissan
15,22.0,24.0,Diesel,Individual,First Owner,BMW
18,8.0,13.5,Petrol,Dealer,First Owner,Honda
13,4.9,40.0,Diesel,Individual,First Owner,Maruti
18,8.36,9.7,Petrol,Dealer,First Owner,Honda
12,3.75,62.0,Petrol,Individual,Second Owner,Volkswagen
16,12.49,24.0,Diesel,Dealer,First Owner,Honda
19,12.4,13.0,Diesel,Dealer,First Owner,Honda
9,0.35,50.0,Petrol,Individual,Third Owner,Tata
17,10.68,36.0,Petrol,Dealer,First Owner,Honda
17,11.89,40.0,Diesel,Dealer,First Owner,Honda
18,7.0,27.0,Petrol,Individual,First Owner,Hyundai
16,3.5,40.0,Petrol,Individual,First Owner,Maruti
9,2.54999,80.0,Petrol,Individual,Second Owner,Hyundai
5,2.29999,221.0,Diesel,Individual,Third Owner,Mahindra
16,7.5,80.0,Diesel,Individual,First Owner,Hyundai
12,3.25,119.0,Diesel,Individual,Second Owner,Maruti
9,7.6,190.0,Diesel,Individual,Second Owner,Toyota
17,5.09999,25.0,Petrol,Individual,First Owner,Maruti
13,3.63,28.74,Petrol,Individual,First Owner,Nissan
10,2.29999,48.5,Petrol,Individual,First Owner,Maruti
12,2.9,110.0,Petrol,Individual,Second Owner,Nissan
18,5.5,30.0,Petrol,Individual,First Owner,Maruti
11,1.25,120.0,Diesel,Individual,Second Owner,Tata
14,20.0,130.0,Diesel,Individual,First Owner,Other
8,3.5,140.0,Diesel,Individual,Second Owner,Toyota
11,3.9,90.0,Diesel,Individual,First Owner,Hyundai
10,2.6,50.0,Petrol,Individual,First Owner,Maruti
8,1.5,50.0,Petrol,Individual,Second Owner,Maruti
6,0.85,60.0,Petrol,Individual,Second Owner,Maruti
15,2.8,15.0,Petrol,Individual,Second Owner,Maruti
15,2.2,45.0,Petrol,Individual,First Owner,Maruti
5,1.4,80.0,Petrol,Individual,Third Owner,Hyundai
18,3.7,15.0,Petrol,Individual,First Owner,Maruti
19,6.5,20.0,Diesel,Individual,First Owner,Maruti
17,2.8,37.0,Petrol,Individual,First Owner,Maruti
16,5.4,80.0,Diesel,Individual,First Owner,Maruti
2,0.5,120.0,Diesel,Individual,Other,Other
18,8.0,20.0,Petrol,Individual,First Owner,Maruti
16,5.15,25.0,Diesel,Individual,First Owner,Ford
10,2.2,96.0,Petrol,Individual,Third Owner,Hyundai
14,5.25,54.0,Petrol,Dealer,Second Owner,Hyundai
13,1.65,53.0,Petrol,Dealer,First Owner,Chevrolet
10,2.21,65.0,Diesel,Dealer,First Owner,Fiat
15,2.45,43.0,Petrol,Dealer,First Owner,Chevrolet
12,2.6,42.0,Petrol,Dealer,First Owner,Ford
11,5.5,73.0,Diesel,Dealer,First Owner,Skoda
15,4.34999,29.0,Petrol,Dealer,First Owner,Hyundai
13,4.5,95.0,Diesel,Dealer,First Owner,Tata
14,2.9,25.0,Petrol,Individual,First Owner,Chevrolet
11,3.05,53.0,Petrol,Dealer,Second Owner,Volkswagen
11,2.65,20.0,Petrol,Dealer,First Owner,Ford
14,3.25,57.0,Petrol,Dealer,First Owner,Honda
14,5.5,52.0,Diesel,Dealer,First Owner,Chevrolet
8,1.05,40.0,Petrol,Individual,First Owner,Maruti
12,2.75,47.0,Petrol,Dealer,First Owner,Honda
12,4.34999,47.0,Petrol,Dealer,Second Owner,Honda
16,6.9,73.0,Diesel,Dealer,First Owner,Hyundai
12,2.49,42.0,Petrol,Dealer,Second Owner,Honda
12,2.04999,60.0,Petrol,Dealer,Third Owner,Hyundai
12,2.0,50.0,Diesel,Individual,First Owner,Chevrolet
15,1.9,120.0,Petrol,Individual,First Owner,Maruti
12,1.5,50.0,Petrol,Individual,First Owner,Maruti
-1,0.7,70.0,Petrol,Individual,Other,Maruti
18,9.0,25.0,Diesel,Individual,First Owner,Mahindra
19,9.5,11.0,Petrol,Individual,First Owner,Maruti
13,4.75,80.0,Petrol,Individual,First Owner,Maruti
-2,0.55,80.0,Petrol,Individual,Other,Maruti
13,4.5,75.0,Diesel,Individual,Second Owner,Ford
9,12.0,45.0,Diesel,Individual,Third Owner,BMW
7,3.0,100.0,Diesel,Individual,Second Owner,Mahindra
14,3.5,60.0,Diesel,Individual,Second Owner,Honda
11,2.29999,160.0,Diesel,Individual,Second Owner,Tata
15,8.21,50.0,Petrol,Individual,First Owner,Hyundai
14,2.0,80.0,Petrol,Individual,Second Owner,Maruti
17,10.0,60.0,Diesel,Individual,Second Owner,Mahindra
16,2.2,60.0,Petrol,Individual,Second Owner,Maruti
15,4.59999,148.62,Diesel,Dealer,First Owner,Ford
12,3.1,70.0,Diesel,Individual,Second Owner,Maruti
18,8.15,42.0,Diesel,Individual,First Owner,Hyundai
17,12.0,40.0,Diesel,Individual,First Owner,Hyundai
11,1.7,150.0,Diesel,Individual,Second Owner,Chevrolet
17,10.0,30.0,Diesel,Individual,First Owner,Maruti
10,1.55,90.0,Petrol,Individual,Other,Hyundai
17,4.0,120.0,Diesel,Individual,First Owner,Mahindra
16,4.0,80.0,Diesel,Individual,Second Owner,Mahindra
10,2.5,80.0,Diesel,Individual,Second Owner,Tata
8,1.5,50.0,Petrol,Individual,Third Owner,Tata
2,0.8,70.0,Petrol,Individual,Second Owner,Hyundai
9,1.3,120.0,Petrol,Individual,Second Owner,Maruti
14,3.25,70.0,Diesel,Individual,First Owner,Volkswagen
12,7.35,55.3,Diesel,Dealer,First Owner,Volkswagen
12,2.85,74.3,Diesel,Dealer,First Owner,Tata
10,3.5,48.781,Petrol,Dealer,First Owner,Honda
10,2.9,87.62,Diesel,Dealer,First Owner,Volkswagen
17,8.9,40.219,Diesel,Dealer,First Owner,Volkswagen
11,3.85,11.473,Petrol,Dealer,First Owner,Honda
17,4.25,8.352,Petrol,Dealer,First Owner,Maruti
17,5.25,9.745,Petrol,Dealer,First Owner,Maruti
17,5.5,9.748,Petrol,Dealer,First Owner,Hyundai
12,2.71,49.0,Petrol,Dealer,First Owner,Volkswagen
18,14.9,20.694,Diesel,Dealer,First Owner,Hyundai
15,4.9,31.08,Petrol,Dealer,First Owner,Hyundai
14,2.6,37.605,Petrol,Dealer,First Owner,Hyundai
14,4.55,55.85,Diesel,Dealer,First Owner,Hyundai
10,0.75,58.85,Petrol,Dealer,First Owner,Tata
15,4.21,23.839,Petrol,Dealer,First Owner,Toyota
16,5.5,54.0,Diesel,Dealer,First Owner,Maruti
13,3.3,38.0,Petrol,Dealer,First Owner,Hyundai
12,3.9,45.454,Diesel,Dealer,First Owner,Volkswagen
15,5.99,46.957,Diesel,Dealer,First Owner,Skoda
19,7.38,8.0,Petrol,Individual,First Owner,Hyundai
16,3.0,30.0,Petrol,Individual,First Owner,Maruti
12,1.5,110.0,Diesel,Individual,First Owner,Tata
7,4.4,223.0,Diesel,Individual,Other,Toyota
11,2.8,110.0,Diesel,Individual,First Owner,Volkswagen
6,1.0,120.0,Petrol,Individual,Second Owner,Hyundai
8,1.5,100.0,Petrol,Individual,Second Owner,Maruti
14,3.8,100.0,Diesel,Individual,Second Owner,Maruti
6,0.9,60.0,Petrol,Individual,Second Owner,Maruti
8,3.0,270.0,Diesel,Individual,Third Owner,Mahindra
11,2.75,60.0,Diesel,Individual,Second Owner,Skoda
9,1.8,41.09,Petrol,Individual,First Owner,Maruti
12,2.25,296.823,Diesel,Individual,First Owner,Maruti
14,2.0,40.0,Petrol,Individual,First Owner,Maruti
11,5.0,40.0,Petrol,Individual,Second Owner,Toyota
10,3.0,70.0,Petrol,Individual,Second Owner,Ford
15,7.65,80.0,Diesel,Individual,Second Owner,Hyundai
17,6.5,90.0,Diesel,Individual,First Owner,Maruti
17,3.8,19.0,Petrol,Individual,First Owner,Maruti
14,4.8,110.0,Diesel,Individual,Second Owner,Maruti
-4,2.0,60.0,Diesel,Individual,First Owner,Mahindra
17,3.8,19.0,Petrol,Individual,First Owner,Maruti
10,1.45,68.0,Other,Individual,Second Owner,Maruti
11,2.8,120.0,Diesel,Individual,Second Owner,Maruti
14,2.54999,30.0,Diesel,Individual,First Owner,Maruti
16,3.0,90.0,Petrol,Individual,Second Owner,Tata
15,4.8,140.0,Diesel,Individual,Third Owner,Maruti
17,8.5,44.5,Petrol,Individual,First Owner,Skoda
14,3.5,52.0,Diesel,Individual,Second Owner,Hyundai
16,6.5,26.0,Petrol,Individual,First Owner,Hyundai
16,6.5,26.0,Petrol,Individual,First Owner,Hyundai
7,5.5,80.0,Petrol,Individual,Second Owner,Tata
15,3.0,35.0,Petrol,Individual,First Owner,Maruti
8,1.5,60.0,Petrol,Individual,Second Owner,Maruti
14,3.0,120.0,Petrol,Individual,First Owner,Hyundai
4,0.8,58.0,Petrol,Individual,First Owner,Hyundai
14,2.0,100.0,Diesel,Individual,First Owner,Tata
16,2.2,43.7,Petrol,Individual,First Owner,Hyundai
9,0.68,120.0,Petrol,Individual,Second Owner,Tata
11,1.8,80.0,Diesel,Individual,Third Owner,Tata
17,2.9,20.0,Petrol,Individual,First Owner,Hyundai
18,3.0,25.0,Petrol,Individual,First Owner,Maruti
14,6.0,27.483,Diesel,Dealer,First Owner,Honda
19,4.7,8.0,Petrol,Individual,First Owner,Maruti
8,1.5,30.0,Petrol,Individual,First Owner,Hyundai
17,4.0,30.0,Petrol,Individual,First Owner,Maruti
9,1.1,100.0,Diesel,Individual,Other,Ford
14,1.8,56.207,Petrol,Dealer,Second Owner,Maruti
10,2.5,40.0,Petrol,Individual,First Owner,Hyundai
6,0.8,70.0,Petrol,Individual,First Owner,Maruti
18,8.75,1.44,Petrol,Individual,First Owner,Honda
15,4.25,12.0,Petrol,Individual,First Owner,Hyundai
19,3.0,50.0,Petrol,Individual,First Owner,Maruti
16,7.0,35.0,Diesel,Individual,First Owner,Honda
10,1.3,50.0,Petrol,Individual,Second Owner,Maruti
17,10.0,60.0,Diesel,Individual,Second Owner,Maruti
17,6.5,67.0,Diesel,Individual,First Owner,Maruti
13,4.0,100.0,Petrol,Individual,Second Owner,Renault
17,8.0,60.0,Diesel,Individual,First Owner,Mahindra
17,6.75,70.0,Diesel,Individual,First Owner,Mahindra
17,2.1,50.0,Petrol,Individual,Other,Maruti
9,1.5,120.0,Diesel,Individual,Third Owner,Tata
7,0.45,100.0,Other,Individual,Other,Maruti
15,5.16,90.0,Petrol,Individual,First Owner,Hyundai
14,4.5,80.0,Petrol,Individual,First Owner,Hyundai
12,1.34,90.0,Petrol,Individual,Second Owner,Chevrolet
14,5.09999,157.0,Diesel,Individual,Second Owner,Toyota
16,5.0,20.0,Petrol,Individual,First Owner,Volkswagen
8,1.3,80.0,Petrol,Individual,Other,Maruti
15,5.75,60.0,Diesel,Individual,First Owner,Maruti
15,5.5,49.0,Petrol,Individual,First Owner,Hyundai
9,1.45,89.255,Diesel,Individual,First Owner,Tata
20,3.47,5.0,Petrol,Individual,First Owner,Maruti
13,2.75,110.0,Diesel,Individual,First Owner,Tata
10,6.3,200.0,Diesel,Individual,Third Owner,Toyota
12,1.6,90.0,Diesel,Individual,Second Owner,Chevrolet
10,1.5,63.0,Diesel,Individual,Third Owner,Fiat
15,5.5,23.0,Petrol,Individual,First Owner,Honda
13,3.49,100.0,Diesel,Individual,First Owner,Mahindra
4,2.29999,168.0,Diesel,Individual,Other,Mahindra
8,1.1,90.0,Diesel,Individual,Third Owner,Tata
8,1.1,70.0,Petrol,Individual,Third Owner,Maruti
18,2.45,5.55,Petrol,Individual,Second Owner,Renault
14,1.8,100.0,Petrol,Individual,Second Owner,Maruti
14,2.9,80.0,Petrol,Individual,Second Owner,Maruti
10,2.5,40.0,Petrol,Individual,First Owner,Hyundai
10,1.5,100.0,Diesel,Individual,First Owner,Tata
4,0.55,35.0,Petrol,Individual,Third Owner,Maruti
6,5.0,75.0,Diesel,Individual,Second Owner,Skoda
13,2.9,150.0,Diesel,Individual,Other,Mahindra
19,4.0,16.0,Petrol,Individual,First Owner,Hyundai
9,0.72,70.0,Petrol,Individual,First Owner,Maruti
14,2.5,115.0,Diesel,Individual,First Owner,Maruti
19,5.75,25.0,Petrol,Individual,First Owner,Maruti
19,13.0,10.0,Diesel,Individual,First Owner,Other
19,4.25,15.0,Petrol,Individual,First Owner,Hyundai
19,4.7,10.0,Other,Individual,First Owner,Maruti
12,2.2,80.0,Petrol,Individual,Third Owner,Toyota
20,3.1,1.7,Petrol,Individual,First Owner,Maruti
16,4.0,45.217,Diesel,Dealer,First Owner,Ford
12,2.15,97.0,Diesel,Individual,First Owner,Volkswagen
18,3.1,20.0,Petrol,Individual,First Owner,Hyundai
17,7.5,50.0,Diesel,Individual,First Owner,Maruti
9,2.04999,120.0,Diesel,Individual,Second Owner,Tata
10,2.6,50.0,Petrol,Individual,First Owner,Maruti
12,1.8,40.0,Petrol,Individual,Second Owner,Maruti
7,1.25,110.0,Diesel,Individual,Second Owner,Mahindra
14,4.2,155.0,Diesel,Individual,First Owner,Maruti
11,2.2,70.0,Petrol,Individual,Second Owner,Maruti
10,2.0,70.0,Petrol,Individual,Third Owner,Maruti
9,1.3,100.0,Diesel,Individual,Third Owner,Ford
16,3.35,41.0,Petrol,Dealer,First Owner,Tata
17,26.5,60.0,Diesel,Dealer,First Owner,Ford
18,26.75,56.0,Diesel,Dealer,First Owner,Ford
17,26.75,60.0,Diesel,Dealer,First Owner,Ford
11,4.34999,97.0,Petrol,Dealer,Second Owner,Honda
14,5.0,60.0,Petrol,Individual,First Owner,Honda
17,2.9,60.0,Petrol,Individual,First Owner,Maruti
14,4.75,48.0,Petrol,Dealer,Second Owner,Ford
9,2.7,190.0,Diesel,Individual,Third Owner,Maruti
19,6.0,80.0,Petrol,Individual,First Owner,Hyundai
13,3.0,70.0,Diesel,Individual,Second Owner,Hyundai
12,4.15,80.0,Diesel,Individual,Second Owner,Volkswagen
18,8.0,30.0,Diesel,Individual,Second Owner,Maruti
16,4.2,44.44,Petrol,Individual,Second Owner,Hyundai
18,12.5,30.0,Diesel,Individual,First Owner,Hyundai
11,2.7,120.0,Diesel,Individual,First Owner,Maruti
15,3.9,80.0,Diesel,Individual,Second Owner,Hyundai
12,4.0,110.0,Diesel,Individual,First Owner,Skoda
7,1.0,170.0,Petrol,Individual,First Owner,Ford
10,8.5,46.0,Diesel,Individual,First Owner,Audi
12,3.59,120.0,Diesel,Individual,Third Owner,Chevrolet
15,4.7,91.365,Diesel,Dealer,First Owner,Maruti
13,3.6,90.01,Diesel,Dealer,Second Owner,Maruti
13,2.50999,80.0,Diesel,Individual,First Owner,Maruti
